"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Arsip Nasional Nomor 8 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""8"",""2016"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 28 TAHUN 2015 TENTANG PEDOMAN AKREDITASI KEARSIPAN"",""Jakarta"",""27 Januari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn194-2016.pdf"",""1028"",""181"",""2016"",""194"",""8"",""09 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 9 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""9"",""2016"",""PEDOMAN RETENSI ARSIP URUSAN KEPEMUDAAN DAN OLAH RAGA"",""Jakarta"",""04 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn195-2016.pdf"",""7391"",""185"",""2016"",""195"",""9"",""09 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 10 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""10"",""2016"",""PEDOMAN RETENSI ARSIP URUSAN BENCANA KECELAKAAN DAN KONDISI BAHAYA"",""Jakarta"",""04 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn196-2016.pdf"",""3563"",""153"",""2016"",""196"",""10"",""09 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 2 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""2"",""2016"",""ROAD MAP REFORMASI BIROKASI ARSIP NASIONAL REPUBLIK INDONESIA 20152019"",""Jakarta"",""10 Januari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn252-2016.pdf"",""2912"",""157"",""2016"",""252"",""2"",""17 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 11 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""11"",""2016"",""PEMBENTUKAN PRODUK HUKUM DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""10 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn253-2016.pdf"",""7226"",""135"",""2016"",""253"",""11"",""17 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 12 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""12"",""2016"",""PELAKSANAAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2016"",""Jakarta"",""19 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn291-2016.pdf"",""2713"",""138"",""2016"",""291"",""12"",""24 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 13 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""13"",""2016"",""Pedoman Retensi Arsip Urusan Pengadaan"",""Jakarta"",""24 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn319-2016.pdf"",""4440"",""199"",""2016"",""319"",""13"",""29 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 14 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""14"",""2016"",""PEDOMAN RETENSI ARSIP URUSAN KEAPARATURAN DAN PELAYANAN PUBLIK"",""Jakarta"",""24 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn320-2016.pdf"",""5626"",""273"",""2016"",""320"",""14"",""29 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 15 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""15"",""2016"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 5 TAHUN 2015 TENTANG PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PENELITIAN PENGKAJIAN PENGEMBANGAN PEREKAYASAAAN PENERAPAN SERTA PENDAYAGUNAAN ILMU PENGETAHUAN DAN TEKNOLOGI"",""Jakarta"",""24 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn321-2016.pdf"",""4850"",""135"",""2016"",""321"",""15"",""29 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 16 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""16"",""2016"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 17 TAHUN 2015 TENTANG PEDOMAN RETENSI ARSIP URUSAN KESEHATAN"",""Jakarta"",""24 Februari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn322-2016.pdf"",""7203"",""140"",""2016"",""322"",""16"",""29 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 17 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""17"",""2016"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 29 TAHUN 2014 TENTANG KELAS JABATAN DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""16 Maret 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn452-2016.pdf"",""3080"",""143"",""2016"",""452"",""17"",""24 Maret 2016"","""""																									
"Peraturan Arsip Nasional Nomor 18 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""18"",""2016"",""DISIPLIN JAM KERJA DAN CUTI PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""21 Maret 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn453-2016.pdf"",""1525"",""158"",""2016"",""453"",""18"",""24 Maret 2016"","""""																									
"Peraturan Arsip Nasional Nomor 19 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""19"",""2016"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 12 TAHUN 2016 TENTANG PELAKSANAAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2016"",""Jakarta"",""22 Maret 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn454-2016.pdf"",""7605"",""136"",""2016"",""454"",""19"",""24 Maret 2016"","""""																									
"Peraturan Arsip Nasional Nomor 20 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""20"",""2016"",""Pedoman Monitoring dan Evaluasi Jabatan Fungsional Arsiparis"",""Jakarta"",""30 Maret 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn685-2016.pdf"",""8062"",""181"",""2016"",""685"",""20"",""03 Mei 2016"","""""																									
"Peraturan Arsip Nasional Nomor 21 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""21"",""2016"",""Petunjuk Pelaksanaan Lomba Desain Logo Arsip Nasional Republik Indonesia dan Cipta Karya Lagu Kearsipan Nasional"",""Jakarta"",""04 April 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn686-2016.pdf"",""542"",""200"",""2016"",""686"",""21"",""03 Mei 2016"","""""																									
"Peraturan Arsip Nasional Nomor 22 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""22"",""2016"",""Petunjuk Pelaksanaan Pemilihan Arsiparis Teladan dan Unit Pengolah Terbaik di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""04 April 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn687-2016.pdf"",""8566"",""228"",""2016"",""687"",""22"",""03 Mei 2016"","""""																									
"Peraturan Arsip Nasional Nomor 24 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""24"",""2016"",""Perubahan Atas Peraturan Kepala Arsip Nasional Republik Indonesia Nomor 24 Tahun 2015 tentang Standarisasi Harga Satuan Perencanaan Barang yang Berlaku di Lingkungan Arsip Nasional Republik Indonesia Tahun Anggaran 2016"",""Jakarta"",""28 April 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn688-2016.pdf"",""9990"",""162"",""2016"",""688"",""24"",""03 Mei 2016"","""""																									
"Peraturan Komisi Pemberantasan Korupsi Nomor 03 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMBERANTASAN KORUPSI"",""03"",""2016"",""Jadwal Retensi Arsip Fasilitatif Komisi Pemberantasan Korupsi"",""Jakarta"",""18 April 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn884-2016.pdf"",""3881"",""161"",""2016"",""884"",""03"",""14 Juni 2016"","""""																									
"Peraturan Arsip Nasional Nomor 23 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""23"",""2016"",""Pedoman Penyelenggaraan Pemilihan Lembaga Kearsipan Dan Unit Kearsipan Terbaik Nasional"",""Jakarta"",""28 April 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1582-2016.pdf"",""2783"",""226"",""2016"",""1582"",""23"",""25 Oktober 2016"","""""																									
"Peraturan Arsip Nasional Nomor 33 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""33"",""2016"",""Penetapan dan Penggunaan Logo Arsip Nasional Republik Indonesia"",""Jakarta"",""31 Oktober 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1664-2016.pdf"",""9594"",""159"",""2016"",""1664"",""33"",""07 November 2016"","""""																									
"Peraturan Arsip Nasional Nomor 34 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""34"",""2016"",""Standarisasi Harga Satuan Perencanaan Barang yang Berlaku di Lingkungan Arsip Nasional Republik Indonesia Tahun Anggaran 2017"",""Jakarta"",""06 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1683-2016.pdf"",""2174"",""137"",""2016"",""1683"",""34"",""09 November 2016"","""""																									
"Peraturan Komisi Pemilihan Umum Nomor 17 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMILIHAN UMUM"",""17"",""2016"",""Jadwal Retensi Arsip Substantif dan Fasilitatif Non Kepegawaian dan Non Keuangan Komisi Pemilihan Umum"",""Jakarta"",""18 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1773-2016.pdf"",""7512"",""156"",""2016"",""1773"",""17"",""22 November 2016"","""""																									
"Peraturan Arsip Nasional Nomor 35 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""35"",""2016"",""Pelaksanaan Dana Dekonsentrasi Arsip Nasional Republik Indonesia Tahun Anggaran 2017"",""Jakarta"",""17 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1764-2016.pdf"",""835"",""122"",""2016"",""1764"",""35"",""21 November 2016"","""""																									
"Peraturan Arsip Nasional Nomor 2 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""2"",""2016"",""ROAD MAP REFORMASI BIROKASI ARSIP NASIONAL REPUBLIK INDONESIA 20152019"",""Jakarta"",""10 Januari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn252-2016.pdf"",""2913"",""157"",""2016"",""252"",""2"",""17 Februari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 37 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""37"",""2016"",""Pedoman Penyusutan Arsip"",""Jakarta"",""21 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1787-2016.pdf"",""11880"",""3445"",""2016"",""1787"",""37"",""24 November 2016"","""""																									
"Peraturan Arsip Nasional Nomor 38 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""38"",""2016"",""Perubahan Atas Peraturan Kepala Arsip Nasionalnomor 32 Tahun 2016 Tentang Petunjuk Pelaksanaan Lomba Karya Tulis Bidang Kearsipan"",""Jakarta"",""30 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1981-2016.pdf"",""9555"",""137"",""2016"",""1981"",""38"",""23 Desember 2016"","""""																									
"Peraturan Komisi Pemberantasan Korupsi Nomor 09 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMBERANTASAN KORUPSI"",""09"",""2016"",""Klasifikasi Arsip di Lingkungan Komisi Pemberantasan Korupsi"",""Jakarta"",""11 Oktober 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1720-2016.pdf"",""9923"",""175"",""2016"",""1720"",""09"",""14 November 2016"","""""																									
"Peraturan Arsip Nasional Nomor 36 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""36"",""2016"",""Petunjuk Pelaksanaan Sosialisasi Kearsipan dan Kelembagaan Melalui Lomba Kreativitas dan Apresiasi Kearsipan"",""Jakarta"",""17 November 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1980-2016.pdf"",""9745"",""155"",""2016"",""1980"",""36"",""23 Desember 2016"","""""																									
"Peraturan Arsip Nasional Nomor 26 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""26"",""2016"",""Pedoman Keterbukaan Arsip Statis Untuk Penelitian Dan Pengembangan Ilmu Pengetahuan Serta Penyelidikan Dan Penyidikan"",""Jakarta"",""23 Mei 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn836-2016.pdf"",""4583"",""320"",""2016"",""836"",""26"",""06 Juni 2016"","""""																									
"Peraturan Arsip Nasional Nomor 25 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""25"",""2016"",""Pedoman Penyelenggaraan Pendidikan Dan Pelatihan Kearsipan"",""Jakarta"",""23 Agustus 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1244-2016.pdf"",""6825"",""539"",""2016"",""1244"",""25"",""26 Agustus 2016"","""""																									
"Peraturan Arsip Nasional Nomor 27 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""27"",""2016"",""Pedoman Retensi Arsip Urusan Badan Usaha Bidang Perbankan"",""Jakarta"",""07 Juni 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1245-2016.pdf"",""10009"",""684"",""2016"",""1245"",""27"",""26 Agustus 2016"","""""																									
"Peraturan Arsip Nasional Nomor 28 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""28"",""2016"",""Perubahan Kedua Atas Peraturan Kepala Arsip Nasional Republik Indonesia Nomor 6 Tahun 2013 Tentang Pedoman Retensi Arsip Keuangan"",""Jakarta"",""07 Juni 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1246-2016.pdf"",""3702"",""180"",""2016"",""1246"",""28"",""26 Agustus 2016"","""""																									
"Peraturan Arsip Nasional Nomor 29 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""29"",""2016"",""Hasil Pemetaan Urusan Pemerintahan Bidang Kearsipan"",""Jakarta"",""18 Agustus 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1318-2016.pdf"",""8335"",""211"",""2016"",""1318"",""29"",""02 September 2016"","""""																									
"Peraturan Arsip Nasional Nomor 31 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""31"",""2016"",""Pedoman Retensi Arsip Urusan Pemilihan Umum"",""Jakarta"",""25 Agustus 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1319-2016.pdf"",""744"",""153"",""2016"",""1319"",""31"",""02 September 2016"","""""																									
"Peraturan Arsip Nasional Nomor 30 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""30"",""2016"",""Pedoman Nomenklatur Perangkat Daerah Urusan Pemerintahan Bidang Kearsipan"",""Jakarta"",""18 Agustus 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1345-2016.pdf"",""8140"",""190"",""2016"",""1345"",""30"",""08 September 2016"","""""																									
"Peraturan Arsip Nasional Nomor 32 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""32"",""2016"",""Petunjuk Pelaksanaan Lomba Karya Tulis Bidang Kearsipan"",""Jakarta"",""16 September 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1468-2016.pdf"",""8901"",""147"",""2016"",""1468"",""32"",""29 September 2016"","""""																									
"Peraturan Arsip Nasional Nomor 1 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""1"",""2016"",""Proses Bisnis Level 0 Dan Level 1 Di Lingkungan Arsip Nasional Republik Indonesia"",""Jakarta"",""11 Januari 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn1305-2016.pdf"",""1987"",""163"",""2016"",""1305"",""1"",""01 September 2016"","""""																									
"Peraturan Badan Kepegawaian Negara Nomor 24 Tahun 2016,""PERATURAN BADAN/LEMBAGA"",""BADAN KEPEGAWAIAN NEGARA"",""24"",""2016"",""Petunjuk Teknis Pelaksanaan Pembinaan jabatan Fungsional Arsiparis"",""Jakarta"",""23 Desember 2016"","""",""Berlaku"",""https://peraturan.go.id/files/bn2114-2016.pdf"",""1714"",""307"",""2016"",""2114"",""24"",""30 Desember 2016"","""""																									
"Peraturan Daerah Kota Bandung Nomor 3 Tahun 2016,""PERATURAN DAERAH"",""KOTA BANDUNG"",""3"",""2016"",""Penyelenggaraan Kearsipan Di Lingkungan Pemerintahan Kota Bandung"",""bandung"",""08 Juni 2025"",""RIDWAN KAMIL"",""Berlaku"",""https://peraturan.go.id/files/perda-kota-bandung-no-3-tahun-2016.pdf"",""43"",""40"","""","""",""3"","""","""""																									
"Peraturan Menteri Koperasi dan UKM Nomor 03/PER/M.KUKM/III/2015 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN KOPERASI, USAHA KECIL DAN MENENGAH"",""03/PER/M.KUKM/III/2015"",""2015"",""KLASIFIKASI ARSIP"																					DI LINGKUNGAN KEMENTERIAN KOPERASI				"DAN USAHA KECIL DAN MENENGAH"",""Jakarta"",""30 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2056"",""7"",""2015"",""475"",""03/PER/M.KUKM/III/2015"",""31 Maret 2015"","""""
"Peraturan Menteri Perencanaan Pembangunan Nasional / Badan Perencanaan Pembangunan Nasional Nomor 5 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL/BADAN PERENCANAAN PEMBANGUNAN NASIONAL"",""5"",""2015"",""PEDOMAN TATA KEARSIPAN KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL/BADAN PERENCANAAN PEMBANGUNAN NASIONAL"",""Jakarta"",""07 Juli 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3083"",""1"",""2015"",""1038"",""5"",""09 Juli 2015"","""""																									
"Peraturan Menteri Perencanaan Pembangunan Nasional / Badan Perencanaan Pembangunan Nasional Nomor 6 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL/BADAN PERENCANAAN PEMBANGUNAN NASIONAL"",""6"",""2015"",""KLASIFIKASI ARSIP KEMENTERIAN PERENCANAAN PEMBANGUNAN NASIONAL/BADAN PERENCANAAN PEMBANGUNAN NASIONAL"",""Jakarta"",""24 Agustus 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3727"",""1"",""2015"",""1293"",""6"",""28 Agustus 2015"","""""																									
"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 13 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""13"",""2015"",""KLASIFIKASI ARSIP DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""Jakarta"",""18 Agustus 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 24 Tahun 2018 Tentang Klasifikasi Arsip di Lingkungan Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi"",""https://peraturan.go.idundefined"",""2862"","""",""2015"",""1294"",""13"",""28 Agustus 2015"","""""																									
"Peraturan Menteri Luar Negeri Nomor 4 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN LUAR NEGERI"",""4"",""2015"",""JADWAL RETENSI ARSIP KEMENTERIAN LUAR NEGRI REPUBLIK INDONESIA"",""Jakarta"",""13 Februari 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn301-2015.pdf"",""4945"",""196"",""2015"",""301"",""4"",""20 Februari 2015"","""""																									
"Peraturan Menteri Komunikasi dan Informatika Nomor 23 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""23"",""2015"",""JADWAL RETENSI ARSIP SUBSTANTIF KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""Jakarta"",""12 Juni 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn895-2015.pdf"",""5349"",""163"",""2015"",""895"",""23"",""16 Juni 2015"","""""																									
"Peraturan Menteri Luar Negeri Nomor 8 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN LUAR NEGERI"",""8"",""2015"",""KLASIFIKASI KEAMANAN DAN AKSES ARSIP KEMENTERIAN LUAR NEGERI"",""Jakarta"",""26 Agustus 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Luar Negeri Nomor 12 Tahun 2022 Tentang Sistem Klasifikasi Keamanan dan Klasifikasi Akses Arsip Dinamis Kementerian Luar Negeri dan Perwakilan Republik Indonesia"",""https://peraturan.go.id/files/bn1284-2015.pdf"",""5098"",""192"",""2015"",""1284"",""8"",""26 Agustus 2015"","""""																									
"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 13 Tahun 2015,""PERATURAN MENTERI"",""KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK"",""13"",""2015"",""JADWAL RETENSI ARSIP KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK"",""Jakarta"",""18 Desember 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 14 Tahun 2019 Tentang Tentang Jadwal Retensi Arsip Kementerian Pemberdayaan Perempuan dan Perlindungan Anak"",""https://peraturan.go.idundefined"",""1857"",""6"",""2016"",""44"",""13"",""13 Januari 2016"","""""																									
"Peraturan Arsip Nasional Nomor 14 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""14"",""2015"",""TATA CARA PENYUSUNAN PEDOMAN RETENSI ARSIP"",""Jakarta"",""26 Februari 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn550-2015.pdf"",""5637"",""448"",""2015"",""550"",""14"",""16 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 22 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""22"",""2015"",""TATA CARA PENETAPAN JADWAL RETENSI ARSIP"",""Jakarta"",""16 Maret 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn665-2015.pdf"",""11091"",""951"",""2015"",""665"",""22"",""30 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 23 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""23"",""2015"",""PELINDUNGAN DAN PENYELAMATAN ARSIP DARI BENCANA"",""Jakarta"",""16 Mei 2015"",""MUSTARI IRAWAN"",""Berlaku"",""https://peraturan.go.id/files/ANRI+BN+666-2015.pdf"",""3733"",""380"",""2015"",""666"",""23"",""30 April 2015"",""YASONNA H. LAOLY"""																									
"Peraturan Arsip Nasional Nomor 18 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""18"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN PENDIDIKAN DAN PELATIHAN"",""Jakarta"",""02 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3386"",""1"",""2015"",""876"",""18"",""10 Juni 2015"","""""																									
"Peraturan Perpustakaan Nasional Nomor 2 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""PERPUSTAKAAN NASIONAL"",""2"",""2015"",""KLASIFIKASI ARSIP DI LINGKUNGAN PERPUSTAKAAN NASIONAL"",""Jakarta"",""27 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""7387"","""",""2015"",""580"",""2"",""21 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 5 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""5"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PENELITIAN, PENGKAJIAN, PENGEMBANGAN, PEREKAYASAAN, PENERAPAN SERTA PENDAYAGUNAAN ILMU PENGETAHUAN DAN TEKNOLOGI"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""1364"","""",""2015"",""167"",""5"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 13 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""13"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PERSANDIAN"",""Jakarta"",""03 Februari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9523"",""1"",""2015"",""365"",""13"",""10 Maret 2015"","""""																									
"Peraturan Arsip Nasional Nomor 2 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""2"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERENCANAAN PEMBANGUNAN"",""Jakarta"",""12 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2407"",""1"",""2015"",""117"",""2"",""26 Januari 2015"","""""																"URUSAN PERENCANAAN PEMBANGUNAN"",""Jakarta"",""12 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2407"",""1"",""2015"",""117"",""2"",""26 Januari 2015"","""""									
"Peraturan Arsip Nasional Nomor 3 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""3"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PEMBANGUNAN DAERAH TERTINGGAL"",""Jakarta"",""12 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""5124"",""1"",""2015"",""118"",""3"",""26 Januari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PERPUSTAKAAN"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6956"",""1"",""2015"",""168"",""6"",""03 Februari 2015"","""""																									
